Code,JavaDoc,Package
"public static ClientActivity of(Activity.Type type, String name, @Nullable String url, @Nullable String state) {
        return new ClientActivity(ActivityUpdateRequest.builder()
                .type(type.getValue())
                .name(name)
                .url(Optional.ofNullable(url))
                .state(Optional.ofNullable(state))
                .build());
    }","/**
     * Creates an activity with the given type, name, url and state.
     *
     * @param type the type of the activity
     * @param name the name of the activity
     * @param url the url of the activity if the type is {@link Activity.Type#STREAMING STREAMING}
     * @param state the status if the type is {@link Activity.Type#CUSTOM CUSTOM}, or shown as additional data under an
     * activity's name for other types
     * @return an activity with the given type, name, url and state
     */",discord4j.core.object.presence
void shutdown(int shardId);,"/**
     * Shuts down the shard with the given id only.
     * <br>If there is no shard with the given id, this will do nothing.
     *
     * @param shardId
     *        The id of the shard that should be stopped
     */",net.dv8tion.jda.api.sharding
"public CompletableFuture<Void> insertDocument(final String collection, final Document document) {
        return getCollection(collection).thenApplyAsync(optionalMongoCollection -> {
            optionalMongoCollection.ifPresent(mongoCollection -> mongoCollection.insertOne(document));
            return null;
        });
    }","/**
     * Inserts a {@link Document} asynchronously into a MongoCollection
     * @param collection name of the collection
     */",io.github.heliumdioxid.database.mongo
PermissionSet getPermissions();,"/**
     * Return the effective permission set for this interaction member.
     *
     * @return a {@link PermissionSet} for this member
     */",discord4j.rest.interaction
"@Nullable
    @Override
    public T getOldValue()
    {
        return oldValue;
    }","/**
     * The {@link Channel Channel's} old value of the just updated field.
     *
     * @return The old value of the just updated field.
     */",net.dv8tion.jda.api.events.channel.update
"@Nonnull
    @CheckReturnValue
    M setDefaultSortOrder(@Nonnull SortOrder sortOrder);","/**
     * Sets the <b><u>default sort order</u></b> of the selected {@link IPostContainer}.
     *
     * @param  sortOrder
     *         The new {@link SortOrder}
     *
     * @throws IllegalArgumentException
     *         If null or {@link SortOrder#UNKNOWN} is provided
     *
     * @return ChannelManager for chaining convenience
     *
     * @see    IPostContainer#getDefaultSortOrder()
     */",net.dv8tion.jda.api.managers.channel.attribute
"@Nonnull
    @CheckReturnValue
    default MessageEditCallbackAction editMessageFormat(@Nonnull String format, @Nonnull Object... args)
    {
        Checks.notNull(format, ""Format String"");
        return editMessage(String.format(format, args));
    }","/**
     * Acknowledgement of this interaction with a message update.
     * <br>You can use {@link #getHook()} to edit the message further.
     *
     * <p><b>You can only use deferEdit() or editMessage() once per interaction!</b> Use {@link #getHook()} for any additional updates.
     *
     * <p><b>You only have 3 seconds to acknowledge an interaction!</b>
     * <br>When the acknowledgement is sent after the interaction expired, you will receive {@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_INTERACTION ErrorResponse.UNKNOWN_INTERACTION}.
     *
     * @param  format
     *         The format string for the new message content
     * @param  args
     *         The format arguments
     *
     * @throws IllegalArgumentException
     *         If the provided format is null
     *
     * @return {@link MessageEditCallbackAction} that can be used to further update the message
     */",net.dv8tion.jda.api.interactions.callbacks
"public Mono<Void> skipBody() {
        return responseMono.flatMap(ClientResponse::skipBody)
                .publishOn(reactorResources.getBlockingTaskScheduler());
    }","/**
     * Consume and release the response body then return and empty {@link Mono}.
     *
     * @return an empty {@link Mono} indicating response body consumption and release
     */",discord4j.rest.request
"Mono<Void> onStageInstanceCreate(int shardIndex, StageInstanceCreate dispatch);","/**
     * Updates the internal state of the store according to the given {@link StageInstanceCreate} gateway dispatch.
     * This will typically perform an insert operation on the related {@link StageInstanceData}.
     *
     * @param shardIndex the index of the shard where the dispatch comes from
     * @param dispatch   the dispatch data coming from Discord gateway
     * @return a {@link Mono} completing when the operation is done
     */",discord4j.common.store.api.layout
"public LegacyMessageEditSpec setFlags(@Nullable Message.Flag... flags) {
        if (flags != null) {
            this.flags = Possible.of(Optional.of(Arrays.stream(flags)
                    .mapToInt(Message.Flag::getFlag)
                    .reduce(0, (left, right) -> left | right)));
        } else {
            this.flags = Possible.of(Optional.empty());
        }
        return this;
    }","/**
     * Sets the flags for the edited {@link Message}.
     *
     * @param flags An array of {@link Message.Flag} to set on the edited message.
     * @return This spec.
     */",discord4j.core.spec.legacy
"public Flux<ConnectionData> getUserConnections() {
        return exchange(Routes.USER_CONNECTIONS_GET.newRequest(), ConnectionData[].class)
                .flatMapMany(Flux::fromArray);
    }","/**
     * Return a list of {@link ConnectionData} objects. Requires this client was authorized to use the
     * {@link Scope#CONNECTIONS} scope. Uses {@link #withAuthorizedClient(DiscordWebRequest)} to retrieve and use the
     * Bearer token tied to this client.
     *
     * @return a Mono with user connections, or an error Mono in case any request fails
     */",discord4j.oauth2
void setIdle(boolean idle);,"/**
     * Sets whether this session should be marked as afk or not
     *
     * <p>This is relevant to client accounts to monitor
     * whether new messages should trigger mobile push-notifications.
     *
     * @param idle
     *        boolean
     */",net.dv8tion.jda.api.managers
byte [] toBytes();,"/**
     * Returns contents of underlying buffer as an array of bytes
     * @return The byte array representation of this
     */",threegpp.milenage
"@Nonnull
    static Button of(@Nonnull ButtonStyle style, @Nonnull String idOrUrl, @Nullable String label, @Nullable Emoji emoji)
    {
        if (label != null)
            return of(style, idOrUrl, label).withEmoji(emoji);
        else if (emoji != null)
            return of(style, idOrUrl, emoji);
        throw new IllegalArgumentException(""Cannot build a button without a label and emoji. At least one has to be provided as non-null."");
    }","/**
     * Create an enabled button with the provided {@link ButtonStyle style}, URL or ID, label and {@link Emoji}.
     *
     * <p>You can use {@link #asDisabled()} to disable it.
     *
     * <p>See {@link #link(String, String)} or {@link #primary(String, String)} for more details.
     *
     * @param  style
     *         The button style
     * @param  idOrUrl
     *         Either the ID or URL for this button
     * @param  label
     *         The text to display on the button
     * @param  emoji
     *         The emoji to use as the button label
     *
     * @throws IllegalArgumentException
     *         If any of the following scenarios occurs:
     *         <ul>
     *             <li>The style is null</li>
     *             <li>You provide a URL that is null, empty or longer than {@value #URL_MAX_LENGTH} characters, as defined by {@link #URL_MAX_LENGTH}
     *             or you provide an ID that is null, empty or longer than {@value #ID_MAX_LENGTH} characters, as defined by {@link #ID_MAX_LENGTH}.</li>
     *             <li>The {@code label} is non-null and longer than {@value #LABEL_MAX_LENGTH} characters, as defined by {@link #LABEL_MAX_LENGTH}.</li>
     *             <li>The {@code label} is null/empty, and the {@code emoji} is also null.</li>
     *         </ul>
     *
     * @return The button instance
     */",net.dv8tion.jda.api.interactions.components.buttons
"@Nonnull
        public String getTitle()
        {
            return title;
        }","/**
         * Returns the title
         *
         * @return the title
         */",net.dv8tion.jda.api.interactions.modals
Flux<ScheduledEvent> getScheduledEvents(Snowflake guildId);,"/**
     * Requests to retrieve the guild's scheduled events.
     *
     * @return A {@link Flux} that continually emits the guild's {@link ScheduledEvent events}. If an error is received,
     * it is emitted through the {@code Flux}.
     */",discord4j.core.retriever
"public static final Route SELF_VOICE_STATE_MODIFY = Route.patch(""/guilds/{guild.id}/voice-states/@me"");","/**
     * Updates the current user's voice state.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/guild#update-self-voice-state"">
     * https://discord.com/developers/docs/resources/guild#update-self-voice-state</a>
     */",discord4j.rest.route
